RaterID,CaseID,Series,CaseType,TOC,TOC_capped,NabN,CaseCert,Accuracy,Sequence,posttest_score,posttest_nabn_score,phases_completed,cases_completed
135,D0303,Learning,Abnormal,12.345,12.345,Abnormal,Probably,0,62,0.55,0.75,3,120
135,D0088,Learning,Normal,10.305,10.305,Abnormal,Probably,0,63,0.55,0.75,3,120
135,D0400,Learning,Abnormal,12.945,12.945,Abnormal,Probably,1,64,0.55,0.75,3,120
135,D0006,Learning,Normal,7.237,7.237,Normal,Probably,1,65,0.55,0.75,3,120
135,D0097,Learning,Normal,8.344,8.344,Normal,Probably,1,66,0.55,0.75,3,120
135,D0170,Learning,Abnormal,6.967,6.967,Abnormal,Probably,1,67,0.55,0.75,3,120
135,D0365,Learning,Abnormal,11.21,11.21,Abnormal,Probably,1,68,0.55,0.75,3,120
135,D0194,Learning,Abnormal,12.885,12.885,Abnormal,Probably,1,69,0.55,0.75,3,120
135,D0156,Learning,Abnormal,13.135,13.135,Abnormal,Probably,1,70,0.55,0.75,3,120
135,D0253,Learning,Abnormal,6.825,6.825,Abnormal,Probably,1,71,0.55,0.75,3,120
135,D0308,Learning,Abnormal,8.101,8.101,Abnormal,Probably,1,72,0.55,0.75,3,120
135,D0091,Learning,Normal,13.46,13.46,Normal,Probably,1,73,0.55,0.75,3,120
135,D0230,Learning,Abnormal,6.615,6.615,Abnormal,Probably,1,74,0.55,0.75,3,120
135,D0106,Learning,Normal,6.971,6.971,Normal,Probably,1,75,0.55,0.75,3,120
135,D0389,Learning,Abnormal,12.4,12.4,Normal,Probably,0,76,0.55,0.75,3,120
135,D0410,Learning,Abnormal,7.422,7.422,Abnormal,Definitely,1,77,0.55,0.75,3,120
135,D0011,Learning,Normal,10.082,10.082,Abnormal,Probably,0,78,0.55,0.75,3,120
135,D0059,Learning,Normal,6.186,6.186,Normal,Probably,1,79,0.55,0.75,3,120
135,D0231,Learning,Abnormal,12.592,12.592,Normal,Probably,0,80,0.55,0.75,3,120
178,D0343,Learning,Abnormal,39.166,39.166,Abnormal,Probably,1,25,0.7,0.8,3,120
178,D0320,Learning,Abnormal,98.738,98.738,Normal,Probably,0,26,0.7,0.8,3,120
178,D0148,Learning,Abnormal,116.443,116.443,Abnormal,Definitely,1,27,0.7,0.8,3,120
178,D0369,Learning,Abnormal,58.023,58.023,Normal,Probably,0,28,0.7,0.8,3,120
178,D0365,Learning,Abnormal,48.14,48.14,Abnormal,Definitely,1,29,0.7,0.8,3,120
178,D0370,Learning,Abnormal,23.523,23.523,Abnormal,Definitely,0,30,0.7,0.8,3,120
178,D0104,Learning,Normal,2380.74,300,Normal,Probably,1,31,0.7,0.8,3,120
178,D0004,Learning,Normal,87.918,87.918,Normal,Definitely,1,32,0.7,0.8,3,120
178,D0351,Learning,Abnormal,983.889,300,Abnormal,Definitely,1,33,0.7,0.8,3,120
178,D0081,Learning,Normal,69.507,69.507,Normal,Probably,1,34,0.7,0.8,3,120
178,D0156,Learning,Abnormal,72.89,72.89,Abnormal,Probably,1,35,0.7,0.8,3,120
178,D0185,Learning,Abnormal,96.539,96.539,Abnormal,Probably,1,36,0.7,0.8,3,120
178,D0041,Learning,Normal,127.625,127.625,Normal,Definitely,1,37,0.7,0.8,3,120
178,D0318,Learning,Abnormal,10.849,10.849,Abnormal,Definitely,1,38,0.7,0.8,3,120
178,D0120,Learning,Normal,80.605,80.605,Abnormal,Definitely,0,39,0.7,0.8,3,120
178,D0060,Learning,Normal,60.313,60.313,Normal,Probably,1,40,0.7,0.8,3,120
178,D0303,Learning,Abnormal,93.815,93.815,Abnormal,Probably,0,41,0.7,0.8,3,120
178,D0279,Learning,Abnormal,839.35,300,Abnormal,Definitely,1,42,0.7,0.8,3,120
178,D0305,Learning,Abnormal,99.204,99.204,Abnormal,Definitely,1,43,0.7,0.8,3,120
178,D0389,Learning,Abnormal,93.228,93.228,Normal,Definitely,0,44,0.7,0.8,3,120
178,D0199,Learning,Abnormal,404.572,300,Abnormal,Definitely,0,45,0.7,0.8,3,120
178,D0020,Learning,Normal,30.986,30.986,Normal,Definitely,1,46,0.7,0.8,3,120
178,D0109,Learning,Normal,43.747,43.747,Normal,Probably,1,47,0.7,0.8,3,120
178,D0119,Learning,Normal,46.559,46.559,Normal,Definitely,1,48,0.7,0.8,3,120
178,D0183,Learning,Abnormal,169.5,169.5,Normal,Probably,0,49,0.7,0.8,3,120
178,D0282,Learning,Abnormal,86.457,86.457,Abnormal,Probably,1,50,0.7,0.8,3,120
178,D0047,Learning,Normal,391.903,300,Abnormal,Probably,0,51,0.7,0.8,3,120
178,D0316,Learning,Abnormal,56.258,56.258,Normal,Probably,0,52,0.7,0.8,3,120
178,D0336,Learning,Abnormal,35.585,35.585,Normal,Definitely,0,53,0.7,0.8,3,120
178,D0013,Learning,Normal,31.792,31.792,Normal,Probably,1,54,0.7,0.8,3,120
178,D0230,Learning,Abnormal,35.755,35.755,Abnormal,Probably,0,55,0.7,0.8,3,120
178,D0319,Learning,Abnormal,18.25,18.25,Abnormal,Definitely,1,56,0.7,0.8,3,120
178,D0082,Learning,Abnormal,39.885,39.885,Abnormal,Definitely,0,57,0.7,0.8,3,120
178,D0075,Learning,Normal,95.322,95.322,Normal,Probably,1,58,0.7,0.8,3,120
178,D0001,Learning,Normal,64.771,64.771,Abnormal,Probably,0,59,0.7,0.8,3,120
178,D0170,Learning,Abnormal,29.871,29.871,Abnormal,Definitely,1,60,0.7,0.8,3,120
178,D0016,Learning,Normal,37.533,37.533,Normal,Definitely,1,61,0.7,0.8,3,120
178,D0097,Learning,Normal,53.679,53.679,Normal,Probably,1,62,0.7,0.8,3,120
178,D0091,Learning,Normal,120.137,120.137,Normal,Probably,1,63,0.7,0.8,3,120
178,D0006,Learning,Normal,60.923,60.923,Abnormal,Probably,0,64,0.7,0.8,3,120
178,D0131,Learning,Normal,38.533,38.533,Normal,Definitely,1,65,0.7,0.8,3,120
178,D0040,Learning,Normal,40.769,40.769,Normal,Definitely,1,66,0.7,0.8,3,120
178,D0067,Learning,Normal,44.148,44.148,Normal,Probably,1,67,0.7,0.8,3,120
178,D0083,Learning,Normal,46.956,46.956,Normal,Probably,1,68,0.7,0.8,3,120
178,D0302,Learning,Abnormal,41.637,41.637,Abnormal,Definitely,1,69,0.7,0.8,3,120
178,D0039,Learning,Normal,133.279,133.279,Normal,Definitely,1,70,0.7,0.8,3,120
178,D0088,Learning,Normal,356.172,300,Normal,Probably,1,71,0.7,0.8,3,120
178,D0239,Learning,Abnormal,146.648,146.648,Abnormal,Definitely,1,72,0.7,0.8,3,120
178,D0372,Learning,Abnormal,154.34,154.34,Abnormal,Definitely,1,73,0.7,0.8,3,120
178,D0160,Learning,Abnormal,47.447,47.447,Abnormal,Probably,0,74,0.7,0.8,3,120
178,D0202,Learning,Abnormal,440.318,300,Abnormal,Definitely,1,75,0.7,0.8,3,120
178,D0049,Learning,Normal,76.974,76.974,Abnormal,Probably,0,76,0.7,0.8,3,120
178,D0271,Learning,Abnormal,160.304,160.304,Abnormal,Definitely,1,77,0.7,0.8,3,120
178,D0270,Learning,Abnormal,47.232,47.232,Abnormal,Definitely,1,78,0.7,0.8,3,120
178,D0197,Learning,Abnormal,54.841,54.841,Abnormal,Definitely,1,79,0.7,0.8,3,120
178,D0288,Learning,Abnormal,37.216,37.216,Abnormal,Definitely,1,80,0.7,0.8,3,120
181,D0292,Learning,Abnormal,97.952,97.952,Normal,Definitely,0,1,0.95,1,3,120
181,D0192,Learning,Abnormal,116.798,116.798,Normal,Probably,0,2,0.95,1,3,120
181,D0183,Learning,Abnormal,34.831,34.831,Normal,Definitely,0,3,0.95,1,3,120
181,D0049,Learning,Normal,44.219,44.219,Normal,Definitely,1,4,0.95,1,3,120
172,D0279,Learning,Abnormal,113.22,113.22,Abnormal,Probably,1,21,0.9,0.9,3,120
181,D0170,Learning,Abnormal,50.418,50.418,Abnormal,Definitely,1,5,0.95,1,3,120
181,D0165,Learning,Abnormal,158.671,158.671,Abnormal,Probably,1,6,0.95,1,3,120
181,D0109,Learning,Normal,94.377,94.377,Abnormal,Probably,0,7,0.95,1,3,120
181,D0303,Learning,Abnormal,116.452,116.452,Normal,Probably,0,8,0.95,1,3,120
181,D0271,Learning,Abnormal,36.945,36.945,Abnormal,Definitely,1,9,0.95,1,3,120
181,D0319,Learning,Abnormal,46.233,46.233,Abnormal,Definitely,1,10,0.95,1,3,120
181,D0343,Learning,Abnormal,63.957,63.957,Abnormal,Definitely,1,11,0.95,1,3,120
181,D0060,Learning,Normal,85.829,85.829,Normal,Definitely,1,12,0.95,1,3,120
181,D0231,Learning,Abnormal,71.689,71.689,Abnormal,Definitely,1,13,0.95,1,3,120
181,D0270,Learning,Abnormal,74.346,74.346,Abnormal,Definitely,1,14,0.95,1,3,120
181,D0197,Learning,Abnormal,76.771,76.771,Abnormal,Definitely,1,15,0.95,1,3,120
181,D0320,Learning,Abnormal,53.762,53.762,Abnormal,Definitely,1,16,0.95,1,3,120
181,D0312,Learning,Abnormal,72.796,72.796,Abnormal,Definitely,1,17,0.95,1,3,120
181,D0156,Learning,Abnormal,85.516,85.516,Abnormal,Definitely,0,18,0.95,1,3,120
181,D0053,Learning,Normal,46.899,46.899,Normal,Definitely,1,19,0.95,1,3,120
181,D0282,Learning,Abnormal,61.693,61.693,Abnormal,Definitely,1,20,0.95,1,3,120
181,D0041,Learning,Normal,58.632,58.632,Normal,Probably,1,21,0.95,1,3,120
181,D0370,Learning,Abnormal,36.43,36.43,Abnormal,Definitely,1,22,0.95,1,3,120
181,D0400,Learning,Abnormal,61.471,61.471,Abnormal,Definitely,0,23,0.95,1,3,120
181,D0088,Learning,Normal,92.63,92.63,Abnormal,Probably,0,24,0.95,1,3,120
181,D0369,Learning,Abnormal,82.182,82.182,Abnormal,Definitely,1,25,0.95,1,3,120
181,D0160,Learning,Abnormal,66.716,66.716,Abnormal,Probably,0,26,0.95,1,3,120
181,D0302,Learning,Abnormal,50.981,50.981,Abnormal,Definitely,1,27,0.95,1,3,120
181,D0336,Learning,Abnormal,43.133,43.133,Abnormal,Probably,0,28,0.95,1,3,120
181,D0082,Learning,Abnormal,46.573,46.573,Abnormal,Definitely,1,29,0.95,1,3,120
181,D0199,Learning,Abnormal,38.536,38.536,Abnormal,Definitely,1,30,0.95,1,3,120
181,D0308,Learning,Abnormal,34.48,34.48,Abnormal,Definitely,1,31,0.95,1,3,120
172,D0183,Learning,Abnormal,79.414,79.414,Abnormal,Probably,0,22,0.9,0.9,3,120
172,D0336,Learning,Abnormal,75.654,75.654,Normal,Probably,0,23,0.9,0.9,3,120
172,D0239,Learning,Abnormal,32.979,32.979,Abnormal,Definitely,1,24,0.9,0.9,3,120
172,D0037,Learning,Normal,55.315,55.315,Normal,Probably,1,25,0.9,0.9,3,120
172,D0343,Learning,Abnormal,54.556,54.556,Abnormal,Definitely,1,26,0.9,0.9,3,120
172,D0009,Learning,Normal,135.055,135.055,Normal,Probably,1,27,0.9,0.9,3,120
172,D0001,Learning,Normal,39.508,39.508,Abnormal,Probably,0,28,0.9,0.9,3,120
172,D0365,Learning,Abnormal,181.434,181.434,Abnormal,Definitely,1,29,0.9,0.9,3,120
172,D0040,Learning,Normal,75.556,75.556,Normal,Definitely,1,30,0.9,0.9,3,120
172,D0047,Learning,Normal,70.48,70.48,Abnormal,Probably,0,31,0.9,0.9,3,120
172,D0410,Learning,Abnormal,23.594,23.594,Abnormal,Definitely,1,32,0.9,0.9,3,120
132,D0040,Learning,Normal,21.978,21.978,Normal,Probably,1,21,0.8,0.85,3,120
132,D0059,Learning,Normal,45.289,45.289,Normal,Probably,1,22,0.8,0.85,3,120
132,D0109,Learning,Normal,24.67,24.67,Abnormal,Probably,0,23,0.8,0.85,3,120
132,D0271,Learning,Abnormal,16.003,16.003,Abnormal,Definitely,1,24,0.8,0.85,3,120
132,D0351,Learning,Abnormal,33.606,33.606,Abnormal,Probably,1,25,0.8,0.85,3,120
132,D0389,Learning,Abnormal,56.509,56.509,Abnormal,Probably,0,26,0.8,0.85,3,120
132,D0119,Learning,Normal,16.583,16.583,Normal,Probably,1,27,0.8,0.85,3,120
132,D0288,Learning,Abnormal,28.963,28.963,Normal,Probably,0,28,0.8,0.85,3,120
132,D0009,Learning,Normal,18.175,18.175,Abnormal,Definitely,0,29,0.8,0.85,3,120
132,D0076,Learning,Normal,29.603,29.603,Abnormal,Probably,0,30,0.8,0.85,3,120
132,D0183,Learning,Abnormal,18.291,18.291,Normal,Probably,0,31,0.8,0.85,3,120
132,D0319,Learning,Abnormal,29.904,29.904,Abnormal,Definitely,1,32,0.8,0.85,3,120
132,D0370,Learning,Abnormal,14.481,14.481,Abnormal,Definitely,0,33,0.8,0.85,3,120
132,D0197,Learning,Abnormal,30.911,30.911,Abnormal,Probably,0,34,0.8,0.85,3,120
132,D0365,Learning,Abnormal,22.753,22.753,Abnormal,Definitely,1,35,0.8,0.85,3,120
132,D0047,Learning,Normal,21.333,21.333,Normal,Probably,1,36,0.8,0.85,3,120
132,D0020,Learning,Normal,17.027,17.027,Normal,Probably,1,37,0.8,0.85,3,120
132,D0120,Learning,Normal,30.409,30.409,Abnormal,Probably,0,38,0.8,0.85,3,120
132,D0131,Learning,Normal,13.906,13.906,Normal,Probably,1,39,0.8,0.85,3,120
132,D0230,Learning,Abnormal,21.061,21.061,Abnormal,Definitely,1,40,0.8,0.85,3,120
132,D0060,Learning,Normal,18.088,18.088,Normal,Probably,1,41,0.8,0.85,3,120
132,D0279,Learning,Abnormal,11.45,11.45,Abnormal,Definitely,0,42,0.8,0.85,3,120
132,D0097,Learning,Normal,17.982,17.982,Normal,Probably,1,43,0.8,0.85,3,120
132,D0148,Learning,Abnormal,28.152,28.152,Abnormal,Definitely,1,44,0.8,0.85,3,120
132,D0320,Learning,Abnormal,9.317,9.317,Normal,Probably,0,45,0.8,0.85,3,120
132,D0075,Learning,Normal,14.461,14.461,Normal,Probably,1,46,0.8,0.85,3,120
132,D0106,Learning,Normal,31.176,31.176,Abnormal,Probably,0,47,0.8,0.85,3,120
132,D0343,Learning,Abnormal,13.274,13.274,Abnormal,Definitely,1,48,0.8,0.85,3,120
132,D0049,Learning,Normal,17.914,17.914,Normal,Probably,1,49,0.8,0.85,3,120
132,D0318,Learning,Abnormal,12.869,12.869,Abnormal,Definitely,1,50,0.8,0.85,3,120
132,D0004,Learning,Normal,22.698,22.698,Normal,Probably,1,51,0.8,0.85,3,120
132,D0308,Learning,Abnormal,14.665,14.665,Normal,Probably,0,52,0.8,0.85,3,120
132,D0292,Learning,Abnormal,23.875,23.875,Abnormal,Definitely,1,53,0.8,0.85,3,120
132,D0336,Learning,Abnormal,22.476,22.476,Normal,Probably,0,54,0.8,0.85,3,120
132,D0013,Learning,Normal,18.208,18.208,Normal,Probably,1,55,0.8,0.85,3,120
132,D0185,Learning,Abnormal,22.194,22.194,Abnormal,Definitely,1,56,0.8,0.85,3,120
132,D0083,Learning,Normal,86.606,86.606,Abnormal,Probably,0,57,0.8,0.85,3,120
132,D0160,Learning,Abnormal,18.138,18.138,Abnormal,Probably,0,58,0.8,0.85,3,120
132,D0011,Learning,Normal,21.048,21.048,Normal,Probably,1,59,0.8,0.85,3,120
132,D0303,Learning,Abnormal,12.308,12.308,Normal,Probably,0,60,0.8,0.85,3,120
132,D0082,Learning,Abnormal,15.682,15.682,Abnormal,Probably,1,61,0.8,0.85,3,120
132,D0282,Learning,Abnormal,32.135,32.135,Abnormal,Definitely,1,62,0.8,0.85,3,120
132,D0067,Learning,Normal,2683.95,300,Normal,Probably,1,63,0.8,0.85,3,120
132,D0088,Learning,Normal,22.282,22.282,Normal,Probably,1,64,0.8,0.85,3,120
132,D0261,Learning,Abnormal,34.582,34.582,Normal,Probably,0,65,0.8,0.85,3,120
132,D0410,Learning,Abnormal,17.467,17.467,Abnormal,Definitely,1,66,0.8,0.85,3,120
132,D0170,Learning,Abnormal,15.771,15.771,Abnormal,Definitely,1,67,0.8,0.85,3,120
132,D0037,Learning,Normal,14.997,14.997,Normal,Probably,1,68,0.8,0.85,3,120
132,D0199,Learning,Abnormal,82.418,82.418,Abnormal,Definitely,1,69,0.8,0.85,3,120
132,D0001,Learning,Normal,15.067,15.067,Normal,Probably,1,70,0.8,0.85,3,120
132,D0165,Learning,Abnormal,22.17,22.17,Abnormal,Probably,0,71,0.8,0.85,3,120
132,D0369,Learning,Abnormal,20.521,20.521,Normal,Probably,0,72,0.8,0.85,3,120
132,D0078,Learning,Normal,14.927,14.927,Normal,Probably,1,73,0.8,0.85,3,120
132,D0192,Learning,Abnormal,28.875,28.875,Normal,Probably,0,74,0.8,0.85,3,120
132,D0081,Learning,Normal,30.344,30.344,Normal,Probably,1,75,0.8,0.85,3,120
132,D0305,Learning,Abnormal,17.028,17.028,Abnormal,Definitely,0,76,0.8,0.85,3,120
132,D0194,Learning,Abnormal,14.201,14.201,Abnormal,Definitely,0,77,0.8,0.85,3,120
132,D0063,Learning,Normal,8.345,8.345,Normal,Probably,1,78,0.8,0.85,3,120
132,D0270,Learning,Abnormal,18.206,18.206,Abnormal,Definitely,1,79,0.8,0.85,3,120
132,D0231,Learning,Abnormal,19.144,19.144,Abnormal,Definitely,1,80,0.8,0.85,3,120
185,D0279,Learning,Abnormal,38.217,38.217,Abnormal,Definitely,1,1,0.95,1,3,120
185,D0049,Learning,Normal,35.61,35.61,Abnormal,Probably,0,2,0.95,1,3,120
185,D0060,Learning,Normal,39.857,39.857,Normal,Probably,1,3,0.95,1,3,120
185,D0040,Learning,Normal,11.426,11.426,Normal,Definitely,1,4,0.95,1,3,120
185,D0202,Learning,Abnormal,13.884,13.884,Abnormal,Definitely,1,5,0.95,1,3,120
185,D0039,Learning,Normal,54.497,54.497,Normal,Probably,1,6,0.95,1,3,120
185,D0109,Learning,Normal,43.342,43.342,Abnormal,Definitely,0,7,0.95,1,3,120
185,D0009,Learning,Normal,23.605,23.605,Normal,Probably,1,8,0.95,1,3,120
185,D0037,Learning,Normal,25.331,25.331,Normal,Definitely,1,9,0.95,1,3,120
185,D0282,Learning,Abnormal,24.435,24.435,Abnormal,Probably,1,10,0.95,1,3,120
185,D0011,Learning,Normal,29.877,29.877,Normal,Probably,1,11,0.95,1,3,120
185,D0192,Learning,Abnormal,20.374,20.374,Abnormal,Definitely,1,12,0.95,1,3,120
185,D0410,Learning,Abnormal,5.628,5.628,Abnormal,Definitely,1,13,0.95,1,3,120
185,D0351,Learning,Abnormal,26.281,26.281,Abnormal,Definitely,1,14,0.95,1,3,120
185,D0365,Learning,Abnormal,7.223,7.223,Abnormal,Definitely,1,15,0.95,1,3,120
185,D0270,Learning,Abnormal,12.978,12.978,Abnormal,Definitely,1,16,0.95,1,3,120
185,D0302,Learning,Abnormal,28.175,28.175,Abnormal,Definitely,1,17,0.95,1,3,120
185,D0067,Learning,Normal,37.188,37.188,Normal,Definitely,1,18,0.95,1,3,120
185,D0058,Learning,Normal,78.346,78.346,Normal,Probably,1,19,0.95,1,3,120
185,D0170,Learning,Abnormal,24.623,24.623,Abnormal,Definitely,1,20,0.95,1,3,120
185,D0082,Learning,Abnormal,34.375,34.375,Abnormal,Definitely,0,21,0.95,1,3,120
185,D0183,Learning,Abnormal,20.557,20.557,Abnormal,Definitely,1,22,0.95,1,3,120
185,D0078,Learning,Normal,67.309,67.309,Abnormal,Probably,0,23,0.95,1,3,120
185,D0091,Learning,Normal,23.713,23.713,Normal,Definitely,1,24,0.95,1,3,120
185,D0367,Learning,Abnormal,20.885,20.885,Abnormal,Definitely,1,25,0.95,1,3,120
185,D0081,Learning,Normal,26.256,26.256,Normal,Definitely,1,26,0.95,1,3,120
185,D0063,Learning,Normal,167.219,167.219,Abnormal,Probably,0,27,0.95,1,3,120
185,D0185,Learning,Abnormal,66.483,66.483,Abnormal,Definitely,0,28,0.95,1,3,120
185,D0369,Learning,Abnormal,46.757,46.757,Abnormal,Definitely,1,29,0.95,1,3,120
185,D0088,Learning,Normal,27.931,27.931,Abnormal,Definitely,0,30,0.95,1,3,120
185,D0370,Learning,Abnormal,13.619,13.619,Abnormal,Definitely,0,31,0.95,1,3,120
185,D0273,Learning,Abnormal,15.835,15.835,Abnormal,Probably,0,32,0.95,1,3,120
185,D0020,Learning,Normal,37.273,37.273,Normal,Definitely,1,33,0.95,1,3,120
185,D0047,Learning,Normal,24.176,24.176,Normal,Probably,1,34,0.95,1,3,120
185,D0120,Learning,Normal,9.31,9.31,Normal,Definitely,1,35,0.95,1,3,120
185,D0106,Learning,Normal,18.336,18.336,Normal,Probably,1,36,0.95,1,3,120
185,D0305,Learning,Abnormal,11.633,11.633,Abnormal,Definitely,0,37,0.95,1,3,120
185,D0318,Learning,Abnormal,3.541,3.541,Abnormal,Definitely,1,38,0.95,1,3,120
185,D0288,Learning,Abnormal,6.669,6.669,Abnormal,Definitely,1,39,0.95,1,3,120
185,D0319,Learning,Abnormal,10,10,Abnormal,Definitely,1,40,0.95,1,3,120
185,D0053,Learning,Normal,21.299,21.299,Normal,Probably,1,41,0.95,1,3,120
185,D0199,Learning,Abnormal,14.701,14.701,Abnormal,Definitely,1,42,0.95,1,3,120
185,D0261,Learning,Abnormal,13.175,13.175,Normal,Probably,0,43,0.95,1,3,120
185,D0075,Learning,Normal,16.297,16.297,Normal,Definitely,1,44,0.95,1,3,120
185,D0308,Learning,Abnormal,12.197,12.197,Abnormal,Definitely,1,45,0.95,1,3,120
185,D0400,Learning,Abnormal,15.16,15.16,Abnormal,Definitely,1,46,0.95,1,3,120
185,D0131,Learning,Normal,12.931,12.931,Normal,Definitely,1,47,0.95,1,3,120
185,D0148,Learning,Abnormal,10.858,10.858,Abnormal,Definitely,1,48,0.95,1,3,120
185,D0001,Learning,Normal,11.931,11.931,Normal,Definitely,1,49,0.95,1,3,120
185,D0016,Learning,Normal,11.296,11.296,Normal,Definitely,1,50,0.95,1,3,120
185,D0231,Learning,Abnormal,13.701,13.701,Abnormal,Definitely,0,51,0.95,1,3,120
185,D0160,Learning,Abnormal,9.101,9.101,Normal,Definitely,0,52,0.95,1,3,120
185,D0389,Learning,Abnormal,29.183,29.183,Abnormal,Definitely,1,53,0.95,1,3,120
185,D0194,Learning,Abnormal,20.874,20.874,Abnormal,Definitely,1,54,0.95,1,3,120
185,D0316,Learning,Abnormal,17.84,17.84,Abnormal,Definitely,1,55,0.95,1,3,120
185,D0239,Learning,Abnormal,13.315,13.315,Abnormal,Definitely,1,56,0.95,1,3,120
185,D0119,Learning,Normal,14.027,14.027,Normal,Definitely,1,57,0.95,1,3,120
185,D0303,Learning,Abnormal,26.787,26.787,Abnormal,Probably,0,58,0.95,1,3,120
185,D0104,Learning,Normal,13.006,13.006,Normal,Definitely,1,59,0.95,1,3,120
185,D0230,Learning,Abnormal,8.91,8.91,Abnormal,Definitely,1,60,0.95,1,3,120
185,D0059,Learning,Normal,16.434,16.434,Normal,Definitely,1,61,0.95,1,3,120
185,D0076,Learning,Normal,20.539,20.539,Normal,Definitely,1,62,0.95,1,3,120
185,D0097,Learning,Normal,6.245,6.245,Normal,Definitely,1,63,0.95,1,3,120
185,D0156,Learning,Abnormal,5.981,5.981,Abnormal,Definitely,1,64,0.95,1,3,120
185,D0041,Learning,Normal,7.579,7.579,Normal,Definitely,1,65,0.95,1,3,120
185,D0253,Learning,Abnormal,4.042,4.042,Abnormal,Definitely,1,66,0.95,1,3,120
185,D0006,Learning,Normal,13.393,13.393,Normal,Definitely,1,67,0.95,1,3,120
185,D0197,Learning,Abnormal,8.666,8.666,Abnormal,Definitely,1,68,0.95,1,3,120
185,D0004,Learning,Normal,7.379,7.379,Normal,Definitely,1,69,0.95,1,3,120
185,D0083,Learning,Normal,9.538,9.538,Normal,Definitely,1,70,0.95,1,3,120
185,D0294,Learning,Abnormal,10.66,10.66,Abnormal,Definitely,1,71,0.95,1,3,120
185,D0165,Learning,Abnormal,22.26,22.26,Normal,Definitely,0,72,0.95,1,3,120
185,D0343,Learning,Abnormal,7.297,7.297,Abnormal,Definitely,1,73,0.95,1,3,120
185,D0372,Learning,Abnormal,19.826,19.826,Normal,Probably,0,74,0.95,1,3,120
185,D0013,Learning,Normal,24.64,24.64,Normal,Definitely,1,75,0.95,1,3,120
185,D0271,Learning,Abnormal,7.523,7.523,Abnormal,Definitely,1,76,0.95,1,3,120
185,D0312,Learning,Abnormal,33.637,33.637,Abnormal,Definitely,1,77,0.95,1,3,120
185,D0336,Learning,Abnormal,13.325,13.325,Normal,Definitely,0,78,0.95,1,3,120
185,D0320,Learning,Abnormal,13.757,13.757,Abnormal,Definitely,1,79,0.95,1,3,120
185,D0292,Learning,Abnormal,14.355,14.355,Abnormal,Definitely,1,80,0.95,1,3,120
181,D0253,Learning,Abnormal,31.724,31.724,Abnormal,Definitely,1,32,0.95,1,3,120
181,D0059,Learning,Normal,79.462,79.462,Normal,Probably,1,33,0.95,1,3,120
181,D0185,Learning,Abnormal,55.71,55.71,Abnormal,Definitely,0,34,0.95,1,3,120
181,D0006,Learning,Normal,90.749,90.749,Normal,Definitely,1,35,0.95,1,3,120
181,D0365,Learning,Abnormal,29.895,29.895,Abnormal,Definitely,1,36,0.95,1,3,120
181,D0078,Learning,Normal,72.255,72.255,Normal,Probably,1,37,0.95,1,3,120
181,D0410,Learning,Abnormal,66.057,66.057,Abnormal,Definitely,1,38,0.95,1,3,120
181,D0091,Learning,Normal,134.197,134.197,Normal,Probably,1,39,0.95,1,3,120
181,D0294,Learning,Abnormal,54.231,54.231,Abnormal,Probably,1,40,0.95,1,3,120
181,D0058,Learning,Normal,118.225,118.225,Abnormal,Probably,0,41,0.95,1,3,120
181,D0076,Learning,Normal,38.336,38.336,Normal,Definitely,1,42,0.95,1,3,120
181,D0389,Learning,Abnormal,61.146,61.146,Abnormal,Probably,1,43,0.95,1,3,120
181,D0020,Learning,Normal,57.388,57.388,Normal,Definitely,1,44,0.95,1,3,120
181,D0279,Learning,Abnormal,87.788,87.788,Abnormal,Probably,1,45,0.95,1,3,120
181,D0001,Learning,Normal,86.041,86.041,Normal,Definitely,1,46,0.95,1,3,120
181,D0273,Learning,Abnormal,121.744,121.744,Abnormal,Definitely,1,47,0.95,1,3,120
181,D0239,Learning,Abnormal,52.324,52.324,Abnormal,Definitely,1,48,0.95,1,3,120
181,D0131,Learning,Normal,70.238,70.238,Normal,Definitely,1,49,0.95,1,3,120
181,D0288,Learning,Abnormal,64.625,64.625,Abnormal,Definitely,1,50,0.95,1,3,120
181,D0202,Learning,Abnormal,50.033,50.033,Abnormal,Definitely,1,51,0.95,1,3,120
181,D0318,Learning,Abnormal,16.48,16.48,Abnormal,Definitely,1,52,0.95,1,3,120
181,D0372,Learning,Abnormal,26.344,26.344,Abnormal,Definitely,1,53,0.95,1,3,120
181,D0004,Learning,Normal,89.772,89.772,Normal,Probably,1,54,0.95,1,3,120
181,D0194,Learning,Abnormal,85.124,85.124,Normal,Definitely,0,55,0.95,1,3,120
181,D0097,Learning,Normal,32.681,32.681,Normal,Definitely,1,56,0.95,1,3,120
181,D0106,Learning,Normal,32.926,32.926,Normal,Definitely,1,57,0.95,1,3,120
181,D0040,Learning,Normal,49.201,49.201,Normal,Definitely,1,58,0.95,1,3,120
181,D0013,Learning,Normal,40.38,40.38,Normal,Definitely,1,59,0.95,1,3,120
181,D0104,Learning,Normal,45.358,45.358,Normal,Probably,1,60,0.95,1,3,120
181,D0305,Learning,Abnormal,34.753,34.753,Abnormal,Definitely,1,61,0.95,1,3,120
181,D0083,Learning,Normal,43.712,43.712,Normal,Definitely,1,62,0.95,1,3,120
181,D0351,Learning,Abnormal,45.131,45.131,Abnormal,Definitely,1,63,0.95,1,3,120
